港口,货物,年份,月份,吞吐量
苏州港,小麦,2020,1,2125
苏州港,小麦,2020,2,2402
苏州港,小麦,2020,3,1922
苏州港,小麦,2020,4,952
苏州港,小麦,2020,5,3296
苏州港,小麦,2020,6,4405
苏州港,小麦,2020,7,5197
苏州港,小麦,2020,8,2652
苏州港,小麦,2020,9,2975
苏州港,小麦,2020,10,3015
苏州港,小麦,2020,11,3126
苏州港,小麦,2020,12,1674
苏州港,小麦,2021,1,2256
苏州港,小麦,2021,2,3008
苏州港,小麦,2021,3,2802
苏州港,小麦,2021,4,3507
苏州港,小麦,2021,5,1999
苏州港,小麦,2021,6,2546
苏州港,小麦,2021,7,1733
苏州港,小麦,2021,8,2062
苏州港,小麦,2021,9,1463
苏州港,小麦,2021,10,2178
苏州港,小麦,2021,11,1918
苏州港,小麦,2021,12,3198
苏州港,小麦,2022,1,2687
苏州港,小麦,2022,2,2747
苏州港,小麦,2022,3,3066
苏州港,小麦,2022,4,1674
苏州港,小麦,2022,5,3125
苏州港,小麦,2022,6,417
苏州港,小麦,2022,7,1512
苏州港,小麦,2022,8,2309
苏州港,小麦,2022,9,1493
苏州港,小麦,2022,10,3585
苏州港,小麦,2022,11,3594
苏州港,小麦,2022,12,2937
苏州港,木材,2020,1,2676
苏州港,木材,2020,2,2404
苏州港,木材,2020,3,2285
苏州港,木材,2020,4,2352
苏州港,木材,2020,5,1616
苏州港,木材,2020,6,1144
苏州港,木材,2020,7,2696
苏州港,木材,2020,8,1068
苏州港,木材,2020,9,2416
苏州港,木材,2020,10,1642
苏州港,木材,2020,11,1666
苏州港,木材,2020,12,1824
苏州港,木材,2021,1,1300
苏州港,木材,2021,2,1835
苏州港,木材,2021,3,3311
苏州港,木材,2021,4,2105
苏州港,木材,2021,5,706
苏州港,木材,2021,6,2760
苏州港,木材,2021,7,1633
苏州港,木材,2021,8,2976
苏州港,木材,2021,9,1795
苏州港,木材,2021,10,1230
苏州港,木材,2021,11,1310
苏州港,木材,2021,12,2353
苏州港,木材,2022,1,1292
苏州港,木材,2022,2,1438
苏州港,木材,2022,3,1398
苏州港,木材,2022,4,1855
苏州港,木材,2022,5,2333
苏州港,木材,2022,6,1609
苏州港,木材,2022,7,1573
苏州港,木材,2022,8,936
苏州港,木材,2022,9,1692
苏州港,木材,2022,10,2085
苏州港,木材,2022,11,3181
苏州港,木材,2022,12,1424
苏州港,水泥,2019,12,180
苏州港,水泥,2020,1,1939
苏州港,水泥,2020,2,2269
苏州港,水泥,2020,3,2393
苏州港,水泥,2020,4,2450
苏州港,水泥,2020,5,3905
苏州港,水泥,2020,6,1530
苏州港,水泥,2020,7,2630
苏州港,水泥,2020,8,3042
苏州港,水泥,2020,9,2907
苏州港,水泥,2020,10,2903
苏州港,水泥,2020,11,1722
苏州港,水泥,2020,12,1621
苏州港,水泥,2021,1,2674
苏州港,水泥,2021,2,2714
苏州港,水泥,2021,3,1782
苏州港,水泥,2021,4,2293
苏州港,水泥,2021,5,2970
苏州港,水泥,2021,6,3054
苏州港,水泥,2021,7,1738
苏州港,水泥,2021,8,2192
苏州港,水泥,2021,9,984
苏州港,水泥,2021,10,1734
苏州港,水泥,2021,11,1052
苏州港,水泥,2021,12,2510
苏州港,水泥,2022,1,2266
苏州港,水泥,2022,2,406
苏州港,水泥,2022,3,1373
苏州港,水泥,2022,4,1524
苏州港,水泥,2022,5,1608
苏州港,水泥,2022,6,1645
苏州港,水泥,2022,7,1802
苏州港,水泥,2022,8,2737
苏州港,水泥,2022,9,1937
苏州港,水泥,2022,10,1602
苏州港,水泥,2022,11,796
苏州港,水泥,2022,12,1925
苏州港,活牛,2020,1,3222
苏州港,活牛,2020,2,2269
苏州港,活牛,2020,3,2522
苏州港,活牛,2020,4,3377
苏州港,活牛,2020,5,2318
苏州港,活牛,2020,6,2568
苏州港,活牛,2020,7,1372
苏州港,活牛,2020,8,3387
苏州港,活牛,2020,9,1705
苏州港,活牛,2020,10,2736
苏州港,活牛,2020,11,1791
苏州港,活牛,2020,12,2309
苏州港,活牛,2021,1,1282
苏州港,活牛,2021,2,2060
苏州港,活牛,2021,3,4207
苏州港,活牛,2021,4,1580
苏州港,活牛,2021,5,2406
苏州港,活牛,2021,6,2004
苏州港,活牛,2021,7,469
苏州港,活牛,2021,8,1686
苏州港,活牛,2021,9,1829
苏州港,活牛,2021,10,3605
苏州港,活牛,2021,11,3674
苏州港,活牛,2021,12,1320
苏州港,活牛,2022,1,2302
苏州港,活牛,2022,2,1332
苏州港,活牛,2022,3,3798
苏州港,活牛,2022,4,3840
苏州港,活牛,2022,5,2016
苏州港,活牛,2022,6,804
苏州港,活牛,2022,7,1262
苏州港,活牛,2022,8,2718
苏州港,活牛,2022,9,1496
苏州港,活牛,2022,10,2546
苏州港,活牛,2022,11,2292
苏州港,活牛,2022,12,2323
苏州港,活猪,2020,1,2337
苏州港,活猪,2020,2,2445
苏州港,活猪,2020,3,2139
苏州港,活猪,2020,4,1712
苏州港,活猪,2020,5,1746
苏州港,活猪,2020,6,2184
苏州港,活猪,2020,7,2099
苏州港,活猪,2020,8,1996
苏州港,活猪,2020,9,2916
苏州港,活猪,2020,10,3040
苏州港,活猪,2020,11,1952
苏州港,活猪,2020,12,3236
苏州港,活猪,2021,1,2015
苏州港,活猪,2021,2,2032
苏州港,活猪,2021,3,1141
苏州港,活猪,2021,4,1647
苏州港,活猪,2021,5,2011
苏州港,活猪,2021,6,1475
苏州港,活猪,2021,7,1615
苏州港,活猪,2021,8,3138
苏州港,活猪,2021,9,1123
苏州港,活猪,2021,10,2425
苏州港,活猪,2021,11,3024
苏州港,活猪,2021,12,1741
苏州港,活猪,2022,1,3523
苏州港,活猪,2022,2,1053
苏州港,活猪,2022,3,1028
苏州港,活猪,2022,4,1181
苏州港,活猪,2022,5,2344
苏州港,活猪,2022,6,1797
苏州港,活猪,2022,7,2674
苏州港,活猪,2022,8,2549
苏州港,活猪,2022,9,1884
苏州港,活猪,2022,10,3088
苏州港,活猪,2022,11,1926
苏州港,活猪,2022,12,4282
苏州港,燕麦,2019,12,310
苏州港,燕麦,2020,1,2134
苏州港,燕麦,2020,2,2788
苏州港,燕麦,2020,3,3234
苏州港,燕麦,2020,4,1659
苏州港,燕麦,2020,5,2263
苏州港,燕麦,2020,6,2783
苏州港,燕麦,2020,7,1570
苏州港,燕麦,2020,8,1773
苏州港,燕麦,2020,9,1092
苏州港,燕麦,2020,10,1785
苏州港,燕麦,2020,11,3417
苏州港,燕麦,2020,12,1958
苏州港,燕麦,2021,1,2089
苏州港,燕麦,2021,2,1176
苏州港,燕麦,2021,3,2869
苏州港,燕麦,2021,4,1922
苏州港,燕麦,2021,5,1878
苏州港,燕麦,2021,6,1571
苏州港,燕麦,2021,7,3162
苏州港,燕麦,2021,8,3049
苏州港,燕麦,2021,9,1492
苏州港,燕麦,2021,10,3660
苏州港,燕麦,2021,11,1997
苏州港,燕麦,2021,12,1532
苏州港,燕麦,2022,1,3689
苏州港,燕麦,2022,2,1074
苏州港,燕麦,2022,3,2043
苏州港,燕麦,2022,4,1266
苏州港,燕麦,2022,5,2004
苏州港,燕麦,2022,6,1835
苏州港,燕麦,2022,7,2494
苏州港,燕麦,2022,8,282
苏州港,燕麦,2022,9,2816
苏州港,燕麦,2022,10,3460
苏州港,燕麦,2022,11,3860
苏州港,燕麦,2022,12,831
苏州港,猪腩,2020,1,3225
苏州港,猪腩,2020,2,2000
苏州港,猪腩,2020,3,1208
苏州港,猪腩,2020,4,3417
苏州港,猪腩,2020,5,1841
苏州港,猪腩,2020,6,2146
苏州港,猪腩,2020,7,2223
苏州港,猪腩,2020,8,829
苏州港,猪腩,2020,9,1756
苏州港,猪腩,2020,10,1893
苏州港,猪腩,2020,11,1562
苏州港,猪腩,2020,12,1398
苏州港,猪腩,2021,1,2896
苏州港,猪腩,2021,2,1173
苏州港,猪腩,2021,3,2882
苏州港,猪腩,2021,4,2710
苏州港,猪腩,2021,5,3091
苏州港,猪腩,2021,6,1222
苏州港,猪腩,2021,7,2254
苏州港,猪腩,2021,8,1088
苏州港,猪腩,2021,9,1862
苏州港,猪腩,2021,10,3381
苏州港,猪腩,2021,11,2700
苏州港,猪腩,2021,12,4198
苏州港,猪腩,2022,1,1566
苏州港,猪腩,2022,2,3918
苏州港,猪腩,2022,3,2139
苏州港,猪腩,2022,4,741
苏州港,猪腩,2022,5,1065
苏州港,猪腩,2022,6,2423
苏州港,猪腩,2022,7,2984
苏州港,猪腩,2022,8,2196
苏州港,猪腩,2022,9,2784
苏州港,猪腩,2022,10,2345
苏州港,猪腩,2022,11,1785
苏州港,猪腩,2022,12,1364
苏州港,砂石,2020,1,3166
苏州港,砂石,2020,2,2714
苏州港,砂石,2020,3,2750
苏州港,砂石,2020,4,2076
苏州港,砂石,2020,5,2912
苏州港,砂石,2020,6,2252
苏州港,砂石,2020,7,2317
苏州港,砂石,2020,8,2597
苏州港,砂石,2020,9,4662
苏州港,砂石,2020,10,1504
苏州港,砂石,2020,11,3358
苏州港,砂石,2020,12,3754
苏州港,砂石,2021,1,1677
苏州港,砂石,2021,2,2538
苏州港,砂石,2021,3,911
苏州港,砂石,2021,4,3350
苏州港,砂石,2021,5,1721
苏州港,砂石,2021,6,1680
苏州港,砂石,2021,7,2382
苏州港,砂石,2021,8,2142
苏州港,砂石,2021,9,2459
苏州港,砂石,2021,10,2340
苏州港,砂石,2021,11,1952
苏州港,砂石,2021,12,1547
苏州港,砂石,2022,1,482
苏州港,砂石,2022,2,1292
苏州港,砂石,2022,3,1884
苏州港,砂石,2022,4,3742
苏州港,砂石,2022,5,1338
苏州港,砂石,2022,6,1325
苏州港,砂石,2022,7,2830
苏州港,砂石,2022,8,2797
苏州港,砂石,2022,9,287
苏州港,砂石,2022,10,1012
苏州港,砂石,2022,11,3329
苏州港,砂石,2022,12,1055
苏州港,稻谷,2020,1,1654
苏州港,稻谷,2020,2,3804
苏州港,稻谷,2020,3,1417
苏州港,稻谷,2020,4,2923
苏州港,稻谷,2020,5,911
苏州港,稻谷,2020,6,2148
苏州港,稻谷,2020,7,1103
苏州港,稻谷,2020,8,2120
苏州港,稻谷,2020,9,1669
苏州港,稻谷,2020,10,2483
苏州港,稻谷,2020,11,1867
苏州港,稻谷,2020,12,1084
苏州港,稻谷,2021,1,2894
苏州港,稻谷,2021,2,2909
苏州港,稻谷,2021,3,2078
苏州港,稻谷,2021,4,1323
苏州港,稻谷,2021,5,3174
苏州港,稻谷,2021,6,3090
苏州港,稻谷,2021,7,1579
苏州港,稻谷,2021,8,786
苏州港,稻谷,2021,9,2969
苏州港,稻谷,2021,10,552
苏州港,稻谷,2021,11,2378
苏州港,稻谷,2021,12,1966
苏州港,稻谷,2022,1,1762
苏州港,稻谷,2022,2,1159
苏州港,稻谷,2022,3,1792
苏州港,稻谷,2022,4,1399
苏州港,稻谷,2022,5,1462
苏州港,稻谷,2022,6,2062
苏州港,稻谷,2022,7,2092
苏州港,稻谷,2022,8,700
苏州港,稻谷,2022,9,2404
苏州港,稻谷,2022,10,3051
苏州港,稻谷,2022,11,2302
苏州港,稻谷,2022,12,1171
苏州港,茶叶,2020,1,1772
苏州港,茶叶,2020,2,2031
苏州港,茶叶,2020,3,1019
苏州港,茶叶,2020,4,1370
苏州港,茶叶,2020,5,1949
苏州港,茶叶,2020,6,1401
苏州港,茶叶,2020,7,4882
苏州港,茶叶,2020,8,2606
苏州港,茶叶,2020,9,1872
苏州港,茶叶,2020,10,1596
苏州港,茶叶,2020,11,2249
苏州港,茶叶,2020,12,1095
苏州港,茶叶,2021,1,1810
苏州港,茶叶,2021,2,1763
苏州港,茶叶,2021,3,1736
苏州港,茶叶,2021,4,2249
苏州港,茶叶,2021,5,3136
苏州港,茶叶,2021,6,1815
苏州港,茶叶,2021,7,2785
苏州港,茶叶,2021,8,1601
苏州港,茶叶,2021,9,1093
苏州港,茶叶,2021,10,2080
苏州港,茶叶,2021,11,1862
苏州港,茶叶,2021,12,3199
苏州港,茶叶,2022,1,2106
苏州港,茶叶,2022,2,1490
苏州港,茶叶,2022,3,1622
苏州港,茶叶,2022,4,2594
苏州港,茶叶,2022,5,1275
苏州港,茶叶,2022,6,3165
苏州港,茶叶,2022,7,2469
苏州港,茶叶,2022,8,2048
苏州港,茶叶,2022,9,1473
苏州港,茶叶,2022,10,1308
苏州港,茶叶,2022,11,4823
苏州港,茶叶,2022,12,549
苏州港,钢材,2020,1,3610
苏州港,钢材,2020,2,4228
苏州港,钢材,2020,3,2912
苏州港,钢材,2020,4,1385
苏州港,钢材,2020,5,1803
苏州港,钢材,2020,6,2057
苏州港,钢材,2020,7,1825
苏州港,钢材,2020,8,2616
苏州港,钢材,2020,9,867
苏州港,钢材,2020,10,1956
苏州港,钢材,2020,11,2495
苏州港,钢材,2020,12,2651
苏州港,钢材,2021,1,1769
苏州港,钢材,2021,2,2444
苏州港,钢材,2021,3,2495
苏州港,钢材,2021,4,944
苏州港,钢材,2021,5,1198
苏州港,钢材,2021,6,1849
苏州港,钢材,2021,7,2896
苏州港,钢材,2021,8,4437
苏州港,钢材,2021,9,1104
苏州港,钢材,2021,10,2399
苏州港,钢材,2021,11,2419
苏州港,钢材,2021,12,1263
苏州港,钢材,2022,1,755
苏州港,钢材,2022,2,2588
苏州港,钢材,2022,3,2796
苏州港,钢材,2022,4,2067
苏州港,钢材,2022,5,860
苏州港,钢材,2022,6,143
苏州港,钢材,2022,7,994
苏州港,钢材,2022,8,2285
苏州港,钢材,2022,9,1456
苏州港,钢材,2022,10,49
苏州港,钢材,2022,11,1657
苏州港,钢材,2022,12,1900
苏州港,铁矿石,2020,1,1700
苏州港,铁矿石,2020,2,2131
苏州港,铁矿石,2020,3,2407
苏州港,铁矿石,2020,4,2819
苏州港,铁矿石,2020,5,2659
苏州港,铁矿石,2020,6,1390
苏州港,铁矿石,2020,7,3933
苏州港,铁矿石,2020,8,2536
苏州港,铁矿石,2020,10,2261
苏州港,铁矿石,2020,11,3028
苏州港,铁矿石,2020,12,2266
苏州港,铁矿石,2021,1,2489
苏州港,铁矿石,2021,2,1523
苏州港,铁矿石,2021,3,1626
苏州港,铁矿石,2021,4,1246
苏州港,铁矿石,2021,5,2392
苏州港,铁矿石,2021,6,1222
苏州港,铁矿石,2021,7,3107
苏州港,铁矿石,2021,8,4027
苏州港,铁矿石,2021,9,2423
苏州港,铁矿石,2021,10,356
苏州港,铁矿石,2021,11,2238
苏州港,铁矿石,2021,12,2029
苏州港,铁矿石,2022,1,2219
苏州港,铁矿石,2022,2,4033
苏州港,铁矿石,2022,3,2452
苏州港,铁矿石,2022,4,2278
苏州港,铁矿石,2022,5,1662
苏州港,铁矿石,2022,6,2649
苏州港,铁矿石,2022,7,1089
苏州港,铁矿石,2022,8,2602
苏州港,铁矿石,2022,9,2316
苏州港,铁矿石,2022,10,1307
苏州港,铁矿石,2022,11,1073
苏州港,铁矿石,2022,12,2028
苏州港,铜,2020,1,3313
苏州港,铜,2020,2,1677
苏州港,铜,2020,3,1854
苏州港,铜,2020,4,1198
苏州港,铜,2020,5,2321
苏州港,铜,2020,6,1265
苏州港,铜,2020,7,1380
苏州港,铜,2020,8,2578
苏州港,铜,2020,9,2357
苏州港,铜,2020,10,2107
苏州港,铜,2020,11,2046
苏州港,铜,2020,12,3133
苏州港,铜,2021,1,1028
苏州港,铜,2021,2,2273
苏州港,铜,2021,3,1935
苏州港,铜,2021,4,2180
苏州港,铜,2021,5,918
苏州港,铜,2021,6,2450
苏州港,铜,2021,8,4334
苏州港,铜,2021,9,1595
苏州港,铜,2021,10,779
苏州港,铜,2021,11,1299
苏州港,铜,2021,12,1654
苏州港,铜,2022,1,1777
苏州港,铜,2022,2,1801
苏州港,铜,2022,3,1599
苏州港,铜,2022,4,1323
苏州港,铜,2022,5,4003
苏州港,铜,2022,6,1180
苏州港,铜,2022,7,3640
苏州港,铜,2022,8,1878
苏州港,铜,2022,9,1389
苏州港,铜,2022,10,1349
苏州港,铜,2022,11,325
苏州港,铜,2022,12,2379
苏州港,黑麦,2020,1,1277
苏州港,黑麦,2020,2,2561
苏州港,黑麦,2020,3,1222
苏州港,黑麦,2020,4,575
苏州港,黑麦,2020,5,2288
苏州港,黑麦,2020,6,1612
苏州港,黑麦,2020,7,2353
苏州港,黑麦,2020,8,1620
苏州港,黑麦,2020,9,2684
苏州港,黑麦,2020,10,1480
苏州港,黑麦,2020,11,2754
苏州港,黑麦,2020,12,4343
苏州港,黑麦,2021,1,3622
苏州港,黑麦,2021,2,818
苏州港,黑麦,2021,3,2947
苏州港,黑麦,2021,4,3794
苏州港,黑麦,2021,5,1581
苏州港,黑麦,2021,6,1432
苏州港,黑麦,2021,7,1584
苏州港,黑麦,2021,8,1031
苏州港,黑麦,2021,9,2018
苏州港,黑麦,2021,10,1977
苏州港,黑麦,2021,11,1792
苏州港,黑麦,2021,12,669
苏州港,黑麦,2022,1,2199
苏州港,黑麦,2022,2,2012
苏州港,黑麦,2022,3,2556
苏州港,黑麦,2022,4,3566
苏州港,黑麦,2022,5,817
苏州港,黑麦,2022,6,2477
苏州港,黑麦,2022,7,2868
苏州港,黑麦,2022,8,1482
苏州港,黑麦,2022,9,1247
苏州港,黑麦,2022,10,1683
苏州港,黑麦,2022,11,1662
苏州港,黑麦,2022,12,2436
铜陵港,三钙,2019,12,286
铜陵港,三钙,2020,1,2085
铜陵港,三钙,2020,2,2123
铜陵港,三钙,2020,3,2740
铜陵港,三钙,2020,4,1427
铜陵港,三钙,2020,5,1535
铜陵港,三钙,2020,6,1952
铜陵港,三钙,2020,7,1839
铜陵港,三钙,2020,8,2918
铜陵港,三钙,2020,9,2042
铜陵港,三钙,2020,10,1330
铜陵港,三钙,2020,11,2728
铜陵港,三钙,2020,12,1715
铜陵港,三钙,2021,1,2752
铜陵港,三钙,2021,2,1947
铜陵港,三钙,2021,3,2234
铜陵港,三钙,2021,4,1976
铜陵港,三钙,2021,5,2626
铜陵港,三钙,2021,6,1059
铜陵港,三钙,2021,7,2532
铜陵港,三钙,2021,8,4064
铜陵港,三钙,2021,9,2605
铜陵港,三钙,2021,10,1310
铜陵港,三钙,2021,11,3202
铜陵港,三钙,2021,12,1545
铜陵港,三钙,2022,1,2505
铜陵港,三钙,2022,2,2054
铜陵港,三钙,2022,3,2971
铜陵港,三钙,2022,4,2160
铜陵港,三钙,2022,5,1969
铜陵港,三钙,2022,6,2054
铜陵港,三钙,2022,7,983
铜陵港,三钙,2022,8,3071
铜陵港,三钙,2022,9,2098
铜陵港,三钙,2022,10,2058
铜陵港,三钙,2022,11,2083
铜陵港,三钙,2022,12,752
铜陵港,单氟磷酸钠,2020,1,2165
铜陵港,单氟磷酸钠,2020,2,2043
铜陵港,单氟磷酸钠,2020,3,1586
铜陵港,单氟磷酸钠,2020,4,2611
铜陵港,单氟磷酸钠,2020,5,2541
铜陵港,单氟磷酸钠,2020,6,2935
铜陵港,单氟磷酸钠,2020,7,1028
铜陵港,单氟磷酸钠,2020,8,1911
铜陵港,单氟磷酸钠,2020,9,1758
铜陵港,单氟磷酸钠,2020,10,2385
铜陵港,单氟磷酸钠,2020,11,1305
铜陵港,单氟磷酸钠,2020,12,2926
铜陵港,单氟磷酸钠,2021,1,1293
铜陵港,单氟磷酸钠,2021,2,508
铜陵港,单氟磷酸钠,2021,3,2880
铜陵港,单氟磷酸钠,2021,4,2062
铜陵港,单氟磷酸钠,2021,5,2058
铜陵港,单氟磷酸钠,2021,6,1637
铜陵港,单氟磷酸钠,2021,7,932
铜陵港,单氟磷酸钠,2021,8,1667
铜陵港,单氟磷酸钠,2021,9,1590
铜陵港,单氟磷酸钠,2021,10,4233
铜陵港,单氟磷酸钠,2021,11,2164
铜陵港,单氟磷酸钠,2021,12,3712
铜陵港,单氟磷酸钠,2022,1,2777
铜陵港,单氟磷酸钠,2022,2,561
铜陵港,单氟磷酸钠,2022,3,3622
铜陵港,单氟磷酸钠,2022,4,6157
铜陵港,单氟磷酸钠,2022,5,1383
铜陵港,单氟磷酸钠,2022,6,2218
铜陵港,单氟磷酸钠,2022,7,2819
铜陵港,单氟磷酸钠,2022,8,1614
铜陵港,单氟磷酸钠,2022,9,2308
铜陵港,单氟磷酸钠,2022,10,785
铜陵港,单氟磷酸钠,2022,11,971
铜陵港,单氟磷酸钠,2022,12,2452
铜陵港,原油,2020,1,2626
铜陵港,原油,2020,2,1457
铜陵港,原油,2020,3,2620
铜陵港,原油,2020,4,1803
铜陵港,原油,2020,5,1987
铜陵港,原油,2020,6,2847
铜陵港,原油,2020,7,1690
铜陵港,原油,2020,8,1450
铜陵港,原油,2020,9,1853
铜陵港,原油,2020,10,1495
铜陵港,原油,2020,11,1271
铜陵港,原油,2020,12,1498
铜陵港,原油,2021,1,1312
铜陵港,原油,2021,2,1256
铜陵港,原油,2021,3,1898
铜陵港,原油,2021,4,2757
铜陵港,原油,2021,5,2213
铜陵港,原油,2021,6,1767
铜陵港,原油,2021,7,1567
铜陵港,原油,2021,8,1911
铜陵港,原油,2021,9,1585
铜陵港,原油,2021,10,2840
铜陵港,原油,2021,11,1074
铜陵港,原油,2021,12,1805
铜陵港,原油,2022,1,1411
铜陵港,原油,2022,2,3547
铜陵港,原油,2022,3,567
铜陵港,原油,2022,4,2274
铜陵港,原油,2022,5,618
铜陵港,原油,2022,6,5543
铜陵港,原油,2022,7,697
铜陵港,原油,2022,8,2288
铜陵港,原油,2022,9,1702
铜陵港,原油,2022,10,2455
铜陵港,原油,2022,11,1311
铜陵港,原油,2022,12,1520
铜陵港,原煤,2019,12,442
铜陵港,原煤,2020,1,841
铜陵港,原煤,2020,2,2487
铜陵港,原煤,2020,3,1748
铜陵港,原煤,2020,4,1047
铜陵港,原煤,2020,5,3308
铜陵港,原煤,2020,6,2852
铜陵港,原煤,2020,7,2663
铜陵港,原煤,2020,8,2252
铜陵港,原煤,2020,9,3520
铜陵港,原煤,2020,10,2838
铜陵港,原煤,2020,11,622
铜陵港,原煤,2020,12,3287
铜陵港,原煤,2021,1,1114
铜陵港,原煤,2021,2,1309
铜陵港,原煤,2021,3,2827
铜陵港,原煤,2021,4,2956
铜陵港,原煤,2021,5,3887
铜陵港,原煤,2021,6,1620
铜陵港,原煤,2021,7,1839
铜陵港,原煤,2021,8,1477
铜陵港,原煤,2021,9,3065
铜陵港,原煤,2021,10,1801
铜陵港,原煤,2021,11,1119
铜陵港,原煤,2021,12,2078
铜陵港,原煤,2022,1,1498
铜陵港,原煤,2022,2,632
铜陵港,原煤,2022,3,2485
铜陵港,原煤,2022,4,1990
铜陵港,原煤,2022,5,1848
铜陵港,原煤,2022,6,2162
铜陵港,原煤,2022,7,2501
铜陵港,原煤,2022,8,1029
铜陵港,原煤,2022,9,1739
铜陵港,原煤,2022,10,2099
铜陵港,原煤,2022,11,3574
铜陵港,原煤,2022,12,936
铜陵港,大豆,2020,1,1207
铜陵港,大豆,2020,2,2595
铜陵港,大豆,2020,3,1726
铜陵港,大豆,2020,4,1284
铜陵港,大豆,2020,5,3679
铜陵港,大豆,2020,6,2084
铜陵港,大豆,2020,7,1149
铜陵港,大豆,2020,8,1552
铜陵港,大豆,2020,9,3406
铜陵港,大豆,2020,10,2233
铜陵港,大豆,2020,11,2167
铜陵港,大豆,2020,12,2657
铜陵港,大豆,2021,1,2348
铜陵港,大豆,2021,2,1990
铜陵港,大豆,2021,3,2373
铜陵港,大豆,2021,4,2332
铜陵港,大豆,2021,5,2703
铜陵港,大豆,2021,6,3225
铜陵港,大豆,2021,7,2128
铜陵港,大豆,2021,8,1612
铜陵港,大豆,2021,9,2409
铜陵港,大豆,2021,10,1766
铜陵港,大豆,2021,11,2094
铜陵港,大豆,2021,12,3791
铜陵港,大豆,2022,1,625
铜陵港,大豆,2022,2,960
铜陵港,大豆,2022,3,1906
铜陵港,大豆,2022,4,2446
铜陵港,大豆,2022,5,3414
铜陵港,大豆,2022,6,3308
铜陵港,大豆,2022,7,827
铜陵港,大豆,2022,8,1263
铜陵港,大豆,2022,9,2632
铜陵港,大豆,2022,10,1456
铜陵港,大豆,2022,11,2047
铜陵港,大豆,2022,12,687
铜陵港,大豆油,2020,1,2341
铜陵港,大豆油,2020,2,2039
铜陵港,大豆油,2020,3,2284
铜陵港,大豆油,2020,4,1976
铜陵港,大豆油,2020,5,1222
铜陵港,大豆油,2020,6,3731
铜陵港,大豆油,2020,7,2354
铜陵港,大豆油,2020,8,4378
铜陵港,大豆油,2020,9,2712
铜陵港,大豆油,2020,10,2058
铜陵港,大豆油,2020,11,1299
铜陵港,大豆油,2020,12,2139
铜陵港,大豆油,2021,1,3150
铜陵港,大豆油,2021,2,1292
铜陵港,大豆油,2021,3,2726
铜陵港,大豆油,2021,4,2063
铜陵港,大豆油,2021,5,1541
铜陵港,大豆油,2021,6,2968
铜陵港,大豆油,2021,7,2203
铜陵港,大豆油,2021,8,3163
铜陵港,大豆油,2021,9,1820
铜陵港,大豆油,2021,10,1781
铜陵港,大豆油,2021,11,2555
铜陵港,大豆油,2021,12,2881
铜陵港,大豆油,2022,1,3899
铜陵港,大豆油,2022,2,4435
铜陵港,大豆油,2022,3,3207
铜陵港,大豆油,2022,4,1715
铜陵港,大豆油,2022,5,1748
铜陵港,大豆油,2022,6,2405
铜陵港,大豆油,2022,7,1458
铜陵港,大豆油,2022,8,2994
铜陵港,大豆油,2022,9,2640
铜陵港,大豆油,2022,10,2621
铜陵港,大豆油,2022,11,1998
铜陵港,大豆油,2022,12,3245
铜陵港,大豆粉,2020,1,509
铜陵港,大豆粉,2020,2,1935
铜陵港,大豆粉,2020,3,4263
铜陵港,大豆粉,2020,4,1307
铜陵港,大豆粉,2020,5,3208
铜陵港,大豆粉,2020,6,1921
铜陵港,大豆粉,2020,7,522
铜陵港,大豆粉,2020,8,4117
铜陵港,大豆粉,2020,9,1313
铜陵港,大豆粉,2020,10,2472
铜陵港,大豆粉,2020,11,3240
铜陵港,大豆粉,2020,12,2202
铜陵港,大豆粉,2021,1,2494
